Title,Question,Response
"Létezik-e valamiféle magánszemélyek által elérhető nyilvántartás, lopott tárgyakról?","Egy műtárgyat kínáltak nekem megvételre, de rossz érzésem van a dologgal kapcsolatban. Lehetséges-e valahogyan információt szereznem, hogy nevezett műtárgyat esetleg nem keresi-e a rendőrség?","Kedves Kérdező!
Avonatkozó jogszabályok alapján az Építési és Beruházási MinisztériumMűtárgyfelügyeletiFőosztály (Műtárgyfelügyelet) három, kulturális javakra vonatkozó nyilvántartást vezet. Ezek a közhiteles adatokon túl tartalmazhatnak további, tájékoztató jellegű adatokat is. Azadatbázisok tartalma – korlátozott hozzáféréssel – a honlapon keresztül is elérhető, azonban hivatalos felhasználás céljára adatszolgáltatást kell kérelmezni.
Amennyiben a megadott kulturális javak védettsége, kiviteli engedélye, illetve a lopott állapota fennállásáról (vagy ennek hiányáról, illetve korábbi fennállásáról) a nyilvántartásban szereplő adatokat kíván megszerezni, akkor adatszolgáltatást kell kérelmezzen, aMűtárgyfelügyelettől. Ugyancsak az adatszolgáltatás keretében kell kérelmezze, ha egy vagy több szűrési feltételnek megfelelő találati listát szeretne kapni, pl. egy-egy művész védett, vagy lopott műtárgyainak pontos jegyzékét. A nyilvántartási adatszolgáltatás igénylése – 2021. január 1-jétől – illeték- és díjmentes.
Az adatszolgáltatás a  Műtárgyfelügyelet hatósági és nem hatósági jellegű nyilvántartásaiban található adatokon alapul, és – a kérelemnek megfelelően – tartalmazza a kiállítása időpontjában fennálló, illetve korábbi állapotokat, jogi helyzeteket, és az ehhez kapcsolódó egyéb adatokat. (Pl. korábban fennállt védettségre, vagy régebbi lopásra vonatkozó adatokat.)
Az adatszolgáltatás iránti kérelmet – formai kötöttségek nélkül, írásban – aMűtárgyfelügyeletnek kell beküldeni.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Családtag meghatalmazása lakás bérbeadására?,"Milyen meghatalmazás - tanúk által aláírt, közjegyző által ellenjegyzett?- alapján tudok közvetlen családtag tulajdonában levő lakásra bérleti szerződést kötni? (Erre a családtag tartós külföldi tartózkodása miatt lenne szükség. Jelenleg még itthon tartózkodik.)","Kedves Kérdező!
Elég sima meghatalmazás, tehát a tanuk aláírása elegendő.
Fontos a dátum  írása és az aláírás helye feltüntetése.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Weboldal impresszum,Magánszemélyként barátnak/rokonak csinált weboldalnál az impresszumba saját adataimat kell be írni vagy a rokon cég adatait?,"Kedves Kérdező!
A szolgáltató nevét lakhelyét vagy lakcímét fel kell tüntetni. Ön hozza létre az oldalt viszont nem Ön fogja üzemeltetni az oldalt. A 2001. évi CVIII. törvény az elektronikus kereskedelmi szolgáltatások, valamint az információs társadalommal összefüggő szolgáltatások egyes kérdéseiről leírja.
a) a szolgáltató nevét,
b) a szolgáltató székhelyét, telephelyét, ennek hiányában lakcímét,
c) a szolgáltató elérhetőségére vonatkozó adatokat, különösen az igénybe vevőkkel való kapcsolattartásra szolgáló, rendszeresen használt elektronikus levelezési címét,
d) ha a szolgáltató létrejöttét vagy tevékenysége gyakorlásának megkezdését jogszabály nyilvántartásba való bejegyzéshez köti, a szolgáltatót a nyilvántartásba bejegyző bíróság vagy hatóság megnevezését, és a szolgáltató nyilvántartásba vételi számát,
e) ha a szolgáltató tevékenységének gyakorlása jogszabály alapján engedélyköteles, ezt a tényt az engedélyező hatóság megnevezésével és elérhetőségi adataival, valamint az engedély számával együtt,
f) ha a szolgáltató az általános forgalmi adó alanya, a szolgáltató adószámát
Remélem tudtam segíteni!
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
pedagógus igazolvány,Üdvözletem! A gyógypedagógiai asszisztenseknek a jelen törvények szerint jár-e a pedagógus igazolvány?Válaszukat előre is köszönöm.,"Kedves Kérdező!
Az Oktatási Igazolványokról szóló 362/2011. (XII. 30.) Korm. rendeletben (a továbbiakban: Rendelet) meghatározott új típusú pedagógusigazolvány jelenleg nem igényelhető. A kedvezmények igénybevételéhez a pedagógusigazolvány helyett kiállítható Igazolást lehet igényelni, amely 180 napig érvényes és a lejárat után újra igényelhető.
Ha majd  járni fog akkor csak ő nekik fog járni
A pedagógusigazolványra jogosultak körét a Rendelet 23. § a) – c) pontja határozza meg. ""Pedagógusigazolványra jogosult a) az Nkt. aa)63. § (3) bekezdésében meghatározott munkakört betöltő, ab)96. § (1) bekezdésében meghatározott intézményben pedagógus-munkakörben közalkalmazotti jogviszonyban vagy munkaviszonyban foglalkoztatott, b) a szakképző intézményben oktató munkakörben foglalkoztatott, c) az a) vagy b) pontban meghatározott munkakörből korhatár előtti ellátásba vagy nyugállományba helyezett személy.""
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Logók faragása, azok nyilvánossá tétele különböző fórumokon.","Tisztelt Hölgyem, Uram!Olyan kérdéssel fordulok Önhöz, hogy ha én tegyük fel faragok egy Harley- Davidson logót, (fába) felhasználhatom pl.: a facebook, youtube oldalamon? Milyen lehetőségeim vannak?KöszönettelTakács Tamás","Kedves Kérdező!
Attól függ, hogy mit is szeretne  csinálni írjon konkrétumokat és akkor megtudom mondani, hogy milyen lehetőségei vannak.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Építés generálkivitelezővel, 27% ÁFA visszaigénylés, anyagszámlák ÁFA tartalma","Magánszemélyként generálkivitelezőt bíztam meg új családi ház építésével, az anyagot is ő vásárolta meg, és szerződésünk szerint „a bruttó vállalkozási díj (anyag és munkadíj), amely 5% áfát tartalmaz”. A szerződés nem tartalmazott további leírást az adóalapról illetve a vállalkozói díj számolását illetően. A generálkivitelező az általa 27% áfa tartalommal megvásárolt építőanyagot 5% áfával számlázta nekem tovább, azonban a számlája nettó értékét a 22% különbözettel megnövelte, ezt adóalapnak véve hozzáadott 5%-ot, így a számomra kiállított számlája bruttó végösszege, azaz az általam neki megfizetendő összeg nem csökkent 22%-al. Nem tudom, hogy visszaigényelte-e bármit a NAV-tól. Jogszerű módon járt el a generálkivitelező, vagy ez adócsalásnak minősül?","Kedves Kérdező!
A rendelkezésre álló információ alapján a következő választ tudom adni
A vállalkozási szerződésben benne volt a bruttó ár, ami 5% ÁFÁ tartalmazott.
Szerintem ne fizesse ki a plusz 22%, ha a kivitelező nem ért egyet, akkor peresítheti de nagyon zavaros, hogy hogy jött ki neki a plusz 22%.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Angliai szja-tartozás behajtható Magyarországon?,,"Kedves Kérdező!
Az Egyesült Királyság EU-ból való kilépése, vagyis a Brexit, változásokat hozott a különböző EU tagállamok közötti adóbehajtási mechanizmusokban is. Az EU tagállamok közötti Adósságok Közös Behajtásáról szóló Rendelet (MARD) révén korábban lehetőség volt arra, hogy egy tagállam adóhatósága segítséget kérjen egy másik tagállam adóhatóságától egy adós adatainak beszerzéséhez, jogi dokumentumok kézbesítéséhez vagy egy adótartozás behajtásához. A Brexit után a MARD irányelvei korlátozott ideig, pontosabban 2025 december 31-ig maradnak érvényben az Egyesült Királyság és az EU között .
Az adóbehajtás tekintetében tehát az Egyesült Királyságban keletkezett adótartozások behajtása Magyarországon a MARD keretében még lehetséges, de ennek alkalmazási ideje korlátozott. A MARD-on kívüli lehetőségek közé tartozik a Kölcsönös Közigazgatási Segítségnyújtásról szóló Többoldalú Egyezmény (OECD által fejlesztett), amely alternatív megoldást nyújthat az adósságok behajtására a MARD után is.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Ha nem fizeti ki a munkáltató a tüdőszűrés árát, akkor kihez forduljak?","A főnököm azt mondta engedjem el ezt a témát, nem lesz kifizetve. Elküldtem a cég email címére is a tüdőszűrő számlát, de nem reagáltak.Mivel ez egy kölcsönzött cég egy nagyobb cégben, így szóltam annak a vezetőjének is, de azt a választ kaptam, hogy ő nem főnöke, a főnökömnek, nem tud mit tenni.A Munkavédelmi Főosztály azt javasolta, hogy konzultáljak a munkavédelmi kepviselőnkkel, de mivel ez a cég Budapesten van, így senki elérhetőségét nem tudjuk (csak email címet a netről nézve), csak a közvetlen felettesünket tudjuk elérni, aki nem foglalkozik ezzel, mert neki azt mondták, hogy nem lesz kifizetve.","Kedves Kérdező!
Amunka törvénykönyvéről szóló törvény(Mt.) 51. § (2) bekezdés szerint a munkáltató köteles a munkavállalónak azt a költségét megtéríteni, amely a munkaviszony teljesítésével indokoltan merült fel. A (4) bekezdés kimondja, hogy a munkáltató biztosítja az egészséget nem veszélyeztető és biztonságos munkavégzés követelményeit. A munkába lépést megelőzően és a munkaviszony fennállása alatt rendszeres időközönként köteles ingyenesen biztosítani a munkavállaló munkaköri alkalmassági vizsgálatát.
Azaz a munkáltatói kötelezettségek teljesítése körében felmerült költség nem hárítható át a munkavállalóra, sem a jövendőbeli munkavállalóra. Még akkor sem, ha a munkaviszony létesítésére nem került sor, miután kiderült, hogy az alkalmassági vizsgálat alapján a munkavállaló az egészségi állapotára tekintettel nem töltheti be az adott munkakört.
Attól függ, hogy a tüdőszűrés a munkaviszonnyal össze függ- e. Ha ez alkalmassági vizsgálat volt, hogy például betöltheti- e az adott poziciót, akkor ki kell fizetnie az adott összeget a munkáltatónak.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Közeli hozzátartozónak számít-e (felnőttként) az édesanyám házastársa?,"Az említett személy cége végztett lakásfelújítást. A Lakásfelújítási támogatás kiköti, hogy közeli hozzátartozó nem számlázhat.","Kedves Kérdező%
Ők számítanak közeli hozzátartozónak  A Polgári Törvénykönyv 8:1. § (1) bekezdése alapján közeli hozzátartozók: a házastárs (bejegyzett élettárs), az egyeneságbeli rokon (lemenők: gyermek, unoka; felmenők: szülő, nagyszülő...), az örökbefogadott, a mostoha- és neveltgyermek, az örökbefogadó-, a mostoha- és a nevelőszülő, valamint a testvér.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Ápolási díj megszüntetés,Szép napot kezdeném azzal hogy annak idején édesanyukám vette igénybe az ápolási díjat mozgásszervi súlyosan fogyatékosnak minősítették D minősítés kaptam de mivel már külön önálló családi állapotot létesítettem így elköltöztem édesanyukámtol az állandó lakcimről így családommal élek tartózkodási cimemen de az állandó azegmaradt nem jelentkeztem ki onnan így mivel az állandó lakcimemen nem tartózkodom életviszonyszerüleg anyukám megszüntette az ápolási díjat azzal az indokkal hogy én nem vagyok a háztartásában nem akarja jogtalanul hogy tovább folyositsák rá!! De most feleségem szeretné igénybe venni rám és az akkori határozat tulajdonban is van ami 2024-ig érvényes és legutóbbi 1. Fokú bizottsági szakvéleményem is a tulajdonban van ami  2017-2018-as 1.foku bizottsági szakvélemény ha ezek az iratok a tulajdonban vannak és érvényesek akkor újra kell mennem felülvizsgálatra újabb háziorvos igazolást kell kikérjek újból kell kezdenem mindent az elejéről vagy csak ezeket az érvényes határozatot és szakvéleményt kérelemmel továbitsam a megfelelő helyre? Ez a kérdésem válaszukat előre is köszönöm további szép napot,"Kedves Kérdező!
Ha már rendelkezik egy érvényes és hatályos szakhatósági határozattal vagy bizottsági szakvéleménnyel, amely alapján jogosult vagy az ápolási díjra, és azok még mindig érvényesek, akkor úgy tűnik, hogy ezeket a dokumentumokat kell csatolnod az ápolási díj iránti kérelemhez. A kérelem benyújtásához szükséges lehet egy friss háziorvosi igazolás is, de az ápolási díj újbóli igényléséhez nem feltétlenül szükséges teljes újraértékelési folyamaton átmenned, ha a meglévő dokumentációid még érvényesek.
https://www.kormanyhivatal.hu/hu/budapest/jarasok/apolasi-dij
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
